step,time,boundary_S,replication,scenario,model,regression,span_method
23,0.46,25.127189071441446,4,A2,Jump-diffusion,polynomial,fixed
24,0.48,20.569222836350317,4,A2,Jump-diffusion,polynomial,fixed
25,0.5,33.3604756912017,4,A2,Jump-diffusion,polynomial,fixed
26,0.52,21.696525703016654,4,A2,Jump-diffusion,polynomial,fixed
27,0.54,25.40901474301481,4,A2,Jump-diffusion,polynomial,fixed
28,0.56,26.766795632917766,4,A2,Jump-diffusion,polynomial,fixed
29,0.58,27.14359643942029,4,A2,Jump-diffusion,polynomial,fixed
30,0.6,26.596325875567832,4,A2,Jump-diffusion,polynomial,fixed
31,0.62,27.428778153291365,4,A2,Jump-diffusion,polynomial,fixed
32,0.64,29.538910311839995,4,A2,Jump-diffusion,polynomial,fixed
33,0.66,19.42492708497235,4,A2,Jump-diffusion,polynomial,fixed
34,0.68,29.28961917686084,4,A2,Jump-diffusion,polynomial,fixed
35,0.7000000000000001,25.714626987931638,4,A2,Jump-diffusion,polynomial,fixed
36,0.72,27.285477509543465,4,A2,Jump-diffusion,polynomial,fixed
37,0.74,26.48406856289552,4,A2,Jump-diffusion,polynomial,fixed
38,0.76,27.415355258188477,4,A2,Jump-diffusion,polynomial,fixed
39,0.78,28.168857742135742,4,A2,Jump-diffusion,polynomial,fixed
40,0.8,30.215419357387418,4,A2,Jump-diffusion,polynomial,fixed
41,0.8200000000000001,29.25036404288472,4,A2,Jump-diffusion,polynomial,fixed
42,0.84,20.897059265442625,4,A2,Jump-diffusion,polynomial,fixed
43,0.86,21.429580829818473,4,A2,Jump-diffusion,polynomial,fixed
44,0.88,22.512375032445124,4,A2,Jump-diffusion,polynomial,fixed
45,0.9,22.75066028697439,4,A2,Jump-diffusion,polynomial,fixed
46,0.92,20.675498330142904,4,A2,Jump-diffusion,polynomial,fixed
47,0.9400000000000001,27.35074298236419,4,A2,Jump-diffusion,polynomial,fixed
48,0.96,25.11044513852955,4,A2,Jump-diffusion,polynomial,fixed
49,0.98,23.696211220105482,4,A2,Jump-diffusion,polynomial,fixed
1,0.02,35.87958764391046,4,B2_fixed,Jump-diffusion,lowess,fixed
2,0.04,32.991224932495165,4,B2_fixed,Jump-diffusion,lowess,fixed
3,0.06,31.95586007926373,4,B2_fixed,Jump-diffusion,lowess,fixed
4,0.08,24.131436363979688,4,B2_fixed,Jump-diffusion,lowess,fixed
5,0.1,30.418126994328542,4,B2_fixed,Jump-diffusion,lowess,fixed
6,0.12,,4,B2_fixed,Jump-diffusion,lowess,fixed
7,0.14,,4,B2_fixed,Jump-diffusion,lowess,fixed
8,0.16,,4,B2_fixed,Jump-diffusion,lowess,fixed
9,0.18,,4,B2_fixed,Jump-diffusion,lowess,fixed
10,0.2,,4,B2_fixed,Jump-diffusion,lowess,fixed
11,0.22,32.66549594800436,4,B2_fixed,Jump-diffusion,lowess,fixed
12,0.24,31.94903012976231,4,B2_fixed,Jump-diffusion,lowess,fixed
13,0.26,31.974627505623857,4,B2_fixed,Jump-diffusion,lowess,fixed
14,0.28,31.095381613424827,4,B2_fixed,Jump-diffusion,lowess,fixed
15,0.3,30.959319151054228,4,B2_fixed,Jump-diffusion,lowess,fixed
16,0.32,30.94418941340455,4,B2_fixed,Jump-diffusion,lowess,fixed
17,0.34,28.70018654816424,4,B2_fixed,Jump-diffusion,lowess,fixed
18,0.36,24.562053937900735,4,B2_fixed,Jump-diffusion,lowess,fixed
19,0.38,28.581280779929713,4,B2_fixed,Jump-diffusion,lowess,fixed
20,0.4,30.823831939556356,4,B2_fixed,Jump-diffusion,lowess,fixed
21,0.42,31.553555759300206,4,B2_fixed,Jump-diffusion,lowess,fixed
22,0.44,31.466274031134997,4,B2_fixed,Jump-diffusion,lowess,fixed
23,0.46,32.47088101640216,4,B2_fixed,Jump-diffusion,lowess,fixed
24,0.48,,4,B2_fixed,Jump-diffusion,lowess,fixed
25,0.5,31.117361353643563,4,B2_fixed,Jump-diffusion,lowess,fixed
26,0.52,29.55289474118402,4,B2_fixed,Jump-diffusion,lowess,fixed
27,0.54,32.324145738901564,4,B2_fixed,Jump-diffusion,lowess,fixed
28,0.56,31.592827402029645,4,B2_fixed,Jump-diffusion,lowess,fixed
29,0.58,25.757186977411855,4,B2_fixed,Jump-diffusion,lowess,fixed
30,0.6,28.633571446222547,4,B2_fixed,Jump-diffusion,lowess,fixed
31,0.62,,4,B2_fixed,Jump-diffusion,lowess,fixed
32,0.64,29.47038728637238,4,B2_fixed,Jump-diffusion,lowess,fixed
33,0.66,28.64493214263229,4,B2_fixed,Jump-diffusion,lowess,fixed
34,0.68,27.258089911447748,4,B2_fixed,Jump-diffusion,lowess,fixed
35,0.7000000000000001,27.404817132821886,4,B2_fixed,Jump-diffusion,lowess,fixed
36,0.72,26.314586633679724,4,B2_fixed,Jump-diffusion,lowess,fixed
37,0.74,27.83214384944706,4,B2_fixed,Jump-diffusion,lowess,fixed
38,0.76,28.09957760904093,4,B2_fixed,Jump-diffusion,lowess,fixed
39,0.78,25.847283020258732,4,B2_fixed,Jump-diffusion,lowess,fixed
40,0.8,28.92432452406589,4,B2_fixed,Jump-diffusion,lowess,fixed
41,0.8200000000000001,28.342584336805672,4,B2_fixed,Jump-diffusion,lowess,fixed
42,0.84,33.60716444814633,4,B2_fixed,Jump-diffusion,lowess,fixed
43,0.86,23.684307609600953,4,B2_fixed,Jump-diffusion,lowess,fixed
44,0.88,22.739965856451875,4,B2_fixed,Jump-diffusion,lowess,fixed
45,0.9,28.959739573454538,4,B2_fixed,Jump-diffusion,lowess,fixed
46,0.92,26.899097802360863,4,B2_fixed,Jump-diffusion,lowess,fixed
47,0.9400000000000001,35.95269194492857,4,B2_fixed,Jump-diffusion,lowess,fixed
48,0.96,26.206541748368963,4,B2_fixed,Jump-diffusion,lowess,fixed
49,0.98,23.444839964526683,4,B2_fixed,Jump-diffusion,lowess,fixed
1,0.02,35.87958764391046,4,B2_cv,Jump-diffusion,lowess,cv
2,0.04,32.991224932495165,4,B2_cv,Jump-diffusion,lowess,cv
3,0.06,31.95586007926373,4,B2_cv,Jump-diffusion,lowess,cv
4,0.08,24.131436363979688,4,B2_cv,Jump-diffusion,lowess,cv
5,0.1,25.72537063751806,4,B2_cv,Jump-diffusion,lowess,cv
6,0.12,26.02690628229768,4,B2_cv,Jump-diffusion,lowess,cv
7,0.14,26.50411196219259,4,B2_cv,Jump-diffusion,lowess,cv
8,0.16,,4,B2_cv,Jump-diffusion,lowess,cv
9,0.18,,4,B2_cv,Jump-diffusion,lowess,cv
10,0.2,,4,B2_cv,Jump-diffusion,lowess,cv
11,0.22,32.43589700991724,4,B2_cv,Jump-diffusion,lowess,cv
12,0.24,30.260972232341302,4,B2_cv,Jump-diffusion,lowess,cv
13,0.26,28.351118967617335,4,B2_cv,Jump-diffusion,lowess,cv
14,0.28,31.459188731930475,4,B2_cv,Jump-diffusion,lowess,cv
15,0.3,29.82288450125033,4,B2_cv,Jump-diffusion,lowess,cv
16,0.32,30.59446306918191,4,B2_cv,Jump-diffusion,lowess,cv
17,0.34,29.19825969710511,4,B2_cv,Jump-diffusion,lowess,cv
18,0.36,24.562053937900735,4,B2_cv,Jump-diffusion,lowess,cv
19,0.38,27.72831193360447,4,B2_cv,Jump-diffusion,lowess,cv
20,0.4,29.835063752547665,4,B2_cv,Jump-diffusion,lowess,cv
21,0.42,30.986274278542542,4,B2_cv,Jump-diffusion,lowess,cv
22,0.44,31.595552751787938,4,B2_cv,Jump-diffusion,lowess,cv
23,0.46,32.36199212990923,4,B2_cv,Jump-diffusion,lowess,cv
24,0.48,29.940652559503008,4,B2_cv,Jump-diffusion,lowess,cv
25,0.5,31.454310529460383,4,B2_cv,Jump-diffusion,lowess,cv
26,0.52,29.264993216762726,4,B2_cv,Jump-diffusion,lowess,cv
27,0.54,32.575747032062345,4,B2_cv,Jump-diffusion,lowess,cv
28,0.56,31.870030952355382,4,B2_cv,Jump-diffusion,lowess,cv
29,0.58,29.878125644859193,4,B2_cv,Jump-diffusion,lowess,cv
30,0.6,30.707350626768513,4,B2_cv,Jump-diffusion,lowess,cv
31,0.62,30.36721380482354,4,B2_cv,Jump-diffusion,lowess,cv
32,0.64,31.720695706804346,4,B2_cv,Jump-diffusion,lowess,cv
33,0.66,24.365977801820133,4,B2_cv,Jump-diffusion,lowess,cv
34,0.68,32.35650996762902,4,B2_cv,Jump-diffusion,lowess,cv
35,0.7000000000000001,23.38570646079789,4,B2_cv,Jump-diffusion,lowess,cv
36,0.72,27.252884225726515,4,B2_cv,Jump-diffusion,lowess,cv
37,0.74,27.708935523640385,4,B2_cv,Jump-diffusion,lowess,cv
38,0.76,28.003709579151817,4,B2_cv,Jump-diffusion,lowess,cv
39,0.78,26.69006301726506,4,B2_cv,Jump-diffusion,lowess,cv
40,0.8,30.215419357387418,4,B2_cv,Jump-diffusion,lowess,cv
41,0.8200000000000001,29.79624477691629,4,B2_cv,Jump-diffusion,lowess,cv
42,0.84,30.906113351554538,4,B2_cv,Jump-diffusion,lowess,cv
43,0.86,27.252448038654297,4,B2_cv,Jump-diffusion,lowess,cv
44,0.88,23.631548448651937,4,B2_cv,Jump-diffusion,lowess,cv
45,0.9,28.959739573454538,4,B2_cv,Jump-diffusion,lowess,cv
46,0.92,26.899097802360863,4,B2_cv,Jump-diffusion,lowess,cv
47,0.9400000000000001,35.95269194492857,4,B2_cv,Jump-diffusion,lowess,cv
48,0.96,26.206541748368963,4,B2_cv,Jump-diffusion,lowess,cv
49,0.98,23.444839964526683,4,B2_cv,Jump-diffusion,lowess,cv
1,0.02,,5,A1,GBM,polynomial,fixed
2,0.04,,5,A1,GBM,polynomial,fixed
3,0.06,35.30929095231451,5,A1,GBM,polynomial,fixed
4,0.08,32.768421674544015,5,A1,GBM,polynomial,fixed
5,0.1,34.91171494697385,5,A1,GBM,polynomial,fixed
6,0.12,33.62243462056739,5,A1,GBM,polynomial,fixed
7,0.14,33.92384517511239,5,A1,GBM,polynomial,fixed
8,0.16,34.095957628725216,5,A1,GBM,polynomial,fixed
9,0.18,,5,A1,GBM,polynomial,fixed
10,0.2,34.344172106078624,5,A1,GBM,polynomial,fixed
11,0.22,31.594279385572218,5,A1,GBM,polynomial,fixed
12,0.24,34.3043400809414,5,A1,GBM,polynomial,fixed
13,0.26,32.83888940570293,5,A1,GBM,polynomial,fixed
14,0.28,,5,A1,GBM,polynomial,fixed
15,0.3,31.207601522580827,5,A1,GBM,polynomial,fixed
16,0.32,32.156413727623516,5,A1,GBM,polynomial,fixed
17,0.34,27.21684099053887,5,A1,GBM,polynomial,fixed
18,0.36,,5,A1,GBM,polynomial,fixed
19,0.38,,5,A1,GBM,polynomial,fixed
20,0.4,29.448013502545667,5,A1,GBM,polynomial,fixed
21,0.42,29.270349375390605,5,A1,GBM,polynomial,fixed
22,0.44,30.209162737210786,5,A1,GBM,polynomial,fixed
23,0.46,34.00453599134779,5,A1,GBM,polynomial,fixed
24,0.48,33.68125833158857,5,A1,GBM,polynomial,fixed
25,0.5,30.45900153576479,5,A1,GBM,polynomial,fixed
26,0.52,30.621125521577326,5,A1,GBM,polynomial,fixed
27,0.54,25.01942177971356,5,A1,GBM,polynomial,fixed
28,0.56,30.19072292022039,5,A1,GBM,polynomial,fixed
29,0.58,29.188891623324785,5,A1,GBM,polynomial,fixed
30,0.6,30.939887750628586,5,A1,GBM,polynomial,fixed
31,0.62,32.769966733493526,5,A1,GBM,polynomial,fixed
32,0.64,29.36919159511214,5,A1,GBM,polynomial,fixed
33,0.66,28.39972469548042,5,A1,GBM,polynomial,fixed
34,0.68,30.506667364992364,5,A1,GBM,polynomial,fixed
35,0.7000000000000001,30.484921405910598,5,A1,GBM,polynomial,fixed
36,0.72,29.950196352618626,5,A1,GBM,polynomial,fixed
37,0.74,30.817715193091633,5,A1,GBM,polynomial,fixed
38,0.76,28.95469402096106,5,A1,GBM,polynomial,fixed
39,0.78,24.123142926124906,5,A1,GBM,polynomial,fixed
40,0.8,20.130309009910633,5,A1,GBM,polynomial,fixed
41,0.8200000000000001,19.39935663467974,5,A1,GBM,polynomial,fixed
42,0.84,24.262301930513047,5,A1,GBM,polynomial,fixed
43,0.86,23.039074360752455,5,A1,GBM,polynomial,fixed
44,0.88,20.319745889927027,5,A1,GBM,polynomial,fixed
45,0.9,23.357359688779436,5,A1,GBM,polynomial,fixed
46,0.92,24.450585192984303,5,A1,GBM,polynomial,fixed
47,0.9400000000000001,22.822282000820525,5,A1,GBM,polynomial,fixed
48,0.96,23.96230933314549,5,A1,GBM,polynomial,fixed
49,0.98,36.56312409075535,5,A1,GBM,polynomial,fixed
1,0.02,,5,A2,Jump-diffusion,polynomial,fixed
2,0.04,29.1651474232714,5,A2,Jump-diffusion,polynomial,fixed
3,0.06,23.139610187927566,5,A2,Jump-diffusion,polynomial,fixed
4,0.08,25.749815453277293,5,A2,Jump-diffusion,polynomial,fixed
5,0.1,26.899797627894838,5,A2,Jump-diffusion,polynomial,fixed
6,0.12,30.083912087230612,5,A2,Jump-diffusion,polynomial,fixed
7,0.14,28.60826565268037,5,A2,Jump-diffusion,polynomial,fixed
8,0.16,25.56258661426419,5,A2,Jump-diffusion,polynomial,fixed
9,0.18,28.01641783521034,5,A2,Jump-diffusion,polynomial,fixed
10,0.2,25.589673046910573,5,A2,Jump-diffusion,polynomial,fixed
11,0.22,28.42131764011371,5,A2,Jump-diffusion,polynomial,fixed
12,0.24,30.676099554544177,5,A2,Jump-diffusion,polynomial,fixed
13,0.26,,5,A2,Jump-diffusion,polynomial,fixed
14,0.28,,5,A2,Jump-diffusion,polynomial,fixed
15,0.3,31.50660840556585,5,A2,Jump-diffusion,polynomial,fixed
16,0.32,,5,A2,Jump-diffusion,polynomial,fixed
17,0.34,,5,A2,Jump-diffusion,polynomial,fixed
18,0.36,22.61111356008848,5,A2,Jump-diffusion,polynomial,fixed
19,0.38,32.468458571392325,5,A2,Jump-diffusion,polynomial,fixed
20,0.4,26.317294458738886,5,A2,Jump-diffusion,polynomial,fixed
21,0.42,29.31764618626118,5,A2,Jump-diffusion,polynomial,fixed
22,0.44,30.696352044167938,5,A2,Jump-diffusion,polynomial,fixed
23,0.46,34.59686328461531,5,A2,Jump-diffusion,polynomial,fixed
24,0.48,34.46923294540667,5,A2,Jump-diffusion,polynomial,fixed
25,0.5,27.695494622013815,5,A2,Jump-diffusion,polynomial,fixed
26,0.52,23.553666493291786,5,A2,Jump-diffusion,polynomial,fixed
27,0.54,20.624958750956356,5,A2,Jump-diffusion,polynomial,fixed
28,0.56,19.39160090547608,5,A2,Jump-diffusion,polynomial,fixed
29,0.58,19.762884338771464,5,A2,Jump-diffusion,polynomial,fixed
30,0.6,22.69765331682314,5,A2,Jump-diffusion,polynomial,fixed
31,0.62,20.741316196032145,5,A2,Jump-diffusion,polynomial,fixed
32,0.64,33.83054639590778,5,A2,Jump-diffusion,polynomial,fixed
33,0.66,21.67046040678818,5,A2,Jump-diffusion,polynomial,fixed
34,0.68,21.718918067523532,5,A2,Jump-diffusion,polynomial,fixed
35,0.7000000000000001,30.151453096203205,5,A2,Jump-diffusion,polynomial,fixed
36,0.72,29.04648630743812,5,A2,Jump-diffusion,polynomial,fixed
37,0.74,30.43777473598622,5,A2,Jump-diffusion,polynomial,fixed
38,0.76,29.799444270504424,5,A2,Jump-diffusion,polynomial,fixed
39,0.78,20.095029524655867,5,A2,Jump-diffusion,polynomial,fixed
40,0.8,29.81353844352639,5,A2,Jump-diffusion,polynomial,fixed
41,0.8200000000000001,20.41312719724656,5,A2,Jump-diffusion,polynomial,fixed
42,0.84,19.42583020487195,5,A2,Jump-diffusion,polynomial,fixed
43,0.86,29.53904938158782,5,A2,Jump-diffusion,polynomial,fixed
44,0.88,29.746708168218746,5,A2,Jump-diffusion,polynomial,fixed
45,0.9,22.31710149234956,5,A2,Jump-diffusion,polynomial,fixed
46,0.92,25.77587616517478,5,A2,Jump-diffusion,polynomial,fixed
47,0.9400000000000001,35.905699126992346,5,A2,Jump-diffusion,polynomial,fixed
48,0.96,22.201283280403793,5,A2,Jump-diffusion,polynomial,fixed
49,0.98,18.799938544936882,5,A2,Jump-diffusion,polynomial,fixed
1,0.02,,5,B2_fixed,Jump-diffusion,lowess,fixed
2,0.04,32.16185654580823,5,B2_fixed,Jump-diffusion,lowess,fixed
3,0.06,30.84914385276151,5,B2_fixed,Jump-diffusion,lowess,fixed
4,0.08,29.806369738315492,5,B2_fixed,Jump-diffusion,lowess,fixed
5,0.1,30.823432399033624,5,B2_fixed,Jump-diffusion,lowess,fixed
6,0.12,30.083912087230612,5,B2_fixed,Jump-diffusion,lowess,fixed
7,0.14,28.60826565268037,5,B2_fixed,Jump-diffusion,lowess,fixed
8,0.16,25.56258661426419,5,B2_fixed,Jump-diffusion,lowess,fixed
9,0.18,28.01641783521034,5,B2_fixed,Jump-diffusion,lowess,fixed
10,0.2,,5,B2_fixed,Jump-diffusion,lowess,fixed
11,0.22,,5,B2_fixed,Jump-diffusion,lowess,fixed
12,0.24,34.194689533702636,5,B2_fixed,Jump-diffusion,lowess,fixed
13,0.26,,5,B2_fixed,Jump-diffusion,lowess,fixed
14,0.28,,5,B2_fixed,Jump-diffusion,lowess,fixed
15,0.3,35.10332089245823,5,B2_fixed,Jump-diffusion,lowess,fixed
16,0.32,29.387812938956245,5,B2_fixed,Jump-diffusion,lowess,fixed
17,0.34,,5,B2_fixed,Jump-diffusion,lowess,fixed
18,0.36,,5,B2_fixed,Jump-diffusion,lowess,fixed
19,0.38,32.38893360636151,5,B2_fixed,Jump-diffusion,lowess,fixed
20,0.4,26.317294458738886,5,B2_fixed,Jump-diffusion,lowess,fixed
21,0.42,32.86780768483958,5,B2_fixed,Jump-diffusion,lowess,fixed
22,0.44,28.38915069057621,5,B2_fixed,Jump-diffusion,lowess,fixed
23,0.46,34.411636331718086,5,B2_fixed,Jump-diffusion,lowess,fixed
24,0.48,28.264834023752194,5,B2_fixed,Jump-diffusion,lowess,fixed
25,0.5,25.481566537605975,5,B2_fixed,Jump-diffusion,lowess,fixed
26,0.52,30.331039335848565,5,B2_fixed,Jump-diffusion,lowess,fixed
27,0.54,29.9033703748801,5,B2_fixed,Jump-diffusion,lowess,fixed
28,0.56,29.71522667770404,5,B2_fixed,Jump-diffusion,lowess,fixed
29,0.58,27.532517644462473,5,B2_fixed,Jump-diffusion,lowess,fixed
30,0.6,29.483141097621626,5,B2_fixed,Jump-diffusion,lowess,fixed
31,0.62,,5,B2_fixed,Jump-diffusion,lowess,fixed
32,0.64,26.975063023878935,5,B2_fixed,Jump-diffusion,lowess,fixed
33,0.66,21.67046040678818,5,B2_fixed,Jump-diffusion,lowess,fixed
34,0.68,20.97992636143021,5,B2_fixed,Jump-diffusion,lowess,fixed
35,0.7000000000000001,31.91462072210213,5,B2_fixed,Jump-diffusion,lowess,fixed
36,0.72,29.895714739738388,5,B2_fixed,Jump-diffusion,lowess,fixed
37,0.74,29.83833441995985,5,B2_fixed,Jump-diffusion,lowess,fixed
38,0.76,29.713701228720645,5,B2_fixed,Jump-diffusion,lowess,fixed
39,0.78,29.667247709628107,5,B2_fixed,Jump-diffusion,lowess,fixed
40,0.8,29.61826350863324,5,B2_fixed,Jump-diffusion,lowess,fixed
41,0.8200000000000001,29.420089640782777,5,B2_fixed,Jump-diffusion,lowess,fixed
42,0.84,29.349870263732264,5,B2_fixed,Jump-diffusion,lowess,fixed
43,0.86,29.136142775613422,5,B2_fixed,Jump-diffusion,lowess,fixed
44,0.88,29.115708833741444,5,B2_fixed,Jump-diffusion,lowess,fixed
45,0.9,33.43762471833956,5,B2_fixed,Jump-diffusion,lowess,fixed
46,0.92,31.397197967912952,5,B2_fixed,Jump-diffusion,lowess,fixed
47,0.9400000000000001,34.58130580256601,5,B2_fixed,Jump-diffusion,lowess,fixed
48,0.96,23.76676988263505,5,B2_fixed,Jump-diffusion,lowess,fixed
49,0.98,20.942465404757076,5,B2_fixed,Jump-diffusion,lowess,fixed
1,0.02,,5,B2_cv,Jump-diffusion,lowess,cv
2,0.04,32.16185654580823,5,B2_cv,Jump-diffusion,lowess,cv
3,0.06,30.84914385276151,5,B2_cv,Jump-diffusion,lowess,cv
4,0.08,29.806369738315492,5,B2_cv,Jump-diffusion,lowess,cv
5,0.1,30.823432399033624,5,B2_cv,Jump-diffusion,lowess,cv
6,0.12,31.942685627073892,5,B2_cv,Jump-diffusion,lowess,cv
7,0.14,28.60826565268037,5,B2_cv,Jump-diffusion,lowess,cv
8,0.16,27.453157531303976,5,B2_cv,Jump-diffusion,lowess,cv
9,0.18,28.01641783521034,5,B2_cv,Jump-diffusion,lowess,cv
10,0.2,,5,B2_cv,Jump-diffusion,lowess,cv
11,0.22,,5,B2_cv,Jump-diffusion,lowess,cv
12,0.24,,5,B2_cv,Jump-diffusion,lowess,cv
13,0.26,,5,B2_cv,Jump-diffusion,lowess,cv
14,0.28,,5,B2_cv,Jump-diffusion,lowess,cv
15,0.3,,5,B2_cv,Jump-diffusion,lowess,cv
16,0.32,29.504497423691742,5,B2_cv,Jump-diffusion,lowess,cv
17,0.34,,5,B2_cv,Jump-diffusion,lowess,cv
18,0.36,,5,B2_cv,Jump-diffusion,lowess,cv
19,0.38,32.515506148365695,5,B2_cv,Jump-diffusion,lowess,cv
20,0.4,26.317294458738886,5,B2_cv,Jump-diffusion,lowess,cv
21,0.42,33.059503843102156,5,B2_cv,Jump-diffusion,lowess,cv
22,0.44,28.373421665890145,5,B2_cv,Jump-diffusion,lowess,cv
23,0.46,34.42393634811727,5,B2_cv,Jump-diffusion,lowess,cv
24,0.48,33.47910681016148,5,B2_cv,Jump-diffusion,lowess,cv
25,0.5,34.23672505353002,5,B2_cv,Jump-diffusion,lowess,cv
26,0.52,31.29158814283444,5,B2_cv,Jump-diffusion,lowess,cv
27,0.54,24.07739157774181,5,B2_cv,Jump-diffusion,lowess,cv
28,0.56,19.39160090547608,5,B2_cv,Jump-diffusion,lowess,cv
29,0.58,34.66890982118748,5,B2_cv,Jump-diffusion,lowess,cv
30,0.6,28.84865798286811,5,B2_cv,Jump-diffusion,lowess,cv
31,0.62,20.741316196032145,5,B2_cv,Jump-diffusion,lowess,cv
32,0.64,30.92392238779223,5,B2_cv,Jump-diffusion,lowess,cv
33,0.66,29.93665068868767,5,B2_cv,Jump-diffusion,lowess,cv
34,0.68,30.267900881327236,5,B2_cv,Jump-diffusion,lowess,cv
35,0.7000000000000001,32.06977061765434,5,B2_cv,Jump-diffusion,lowess,cv
36,0.72,29.66359457983142,5,B2_cv,Jump-diffusion,lowess,cv
37,0.74,30.052235239925306,5,B2_cv,Jump-diffusion,lowess,cv
38,0.76,29.309974373781067,5,B2_cv,Jump-diffusion,lowess,cv
39,0.78,20.095029524655867,5,B2_cv,Jump-diffusion,lowess,cv
40,0.8,29.484972690185206,5,B2_cv,Jump-diffusion,lowess,cv
41,0.8200000000000001,30.164041303791958,5,B2_cv,Jump-diffusion,lowess,cv
42,0.84,,5,B2_cv,Jump-diffusion,lowess,cv
43,0.86,29.273849120002755,5,B2_cv,Jump-diffusion,lowess,cv
44,0.88,29.044365092918895,5,B2_cv,Jump-diffusion,lowess,cv
45,0.9,32.10360348187879,5,B2_cv,Jump-diffusion,lowess,cv
46,0.92,31.543651343600974,5,B2_cv,Jump-diffusion,lowess,cv
47,0.9400000000000001,36.107352582817896,5,B2_cv,Jump-diffusion,lowess,cv
48,0.96,23.1458581913188,5,B2_cv,Jump-diffusion,lowess,cv
49,0.98,31.876725559191154,5,B2_cv,Jump-diffusion,lowess,cv
